id,word
202,seafood
203,molly's
203,cupcakes
204,mr
204,submarine
205,pho
205,uptown
206,el
206,restaurant
206,mexican
206,chubasco
207,pizza
207,spizzico
208,vegan
208,im
209,restaurant
209,bar
209,&
209,milano's
210,tavern
210,bernice's
211,mill
211,green
212,steak
212,mattson's
212,house
213,first
213,slice
214,tittle's
214,cupcakes
214,ms
215,shore
215,golf
215,south
215,course
216,room
216,frida
217,bacino's
217,park
217,lincoln
217,of
218,pizza
218,giovanni's
219,deli
219,ap
220,cicero
220,la
220,michoacana
221,taco
221,jerk
221,man
222,park
222,wilson
223,2
223,spicy
223,mild
224,bakery
224,floriole
224,&
224,cafe
225,kitchen
225,grand
225,chinese
226,ramen
226,house
226,shinya
227,pizza
227,my
227,pi
228,corners
228,fest
228,6
228,bbq
229,jj
229,sausage
230,pies
230,original
230,&
230,foods
230,imani's
230,fine
230,bean
231,el
231,restaurant
231,asador
232,coastline
232,catering
233,margaret's
234,grill
234,&
234,sports
234,b'z
234,bar
235,flava
235,garifuna
236,nickys
237,o'donovan's
238,truck
238,food
238,aztec
238,dave's
239,hearth
239,and
239,crust
240,outs
240,carry
240,dino's
241,viet
241,pho
242,restaurant
242,cocula
243,harold's
243,shacks
243,chicken
244,pizzeria
244,lou
244,malnati's
245,de
245,quinta
245,la
245,reyes
245,los
246,mcdonald's
247,ristorante
247,bacchanalia
248,rainbow
248,cuisine
249,root
249,forbidden
250,poke
250,poké
251,sunda
251,chicago
252,yummy
253,garden
253,chen's
254,grill
254,argentine
254,folklore
255,lula
255,cafe
256,park
256,mckinley
257,armand's
257,pizzeria
258,ice
258,betty's
258,cream
259,tuscan
259,market
259,hen
260,agami
261,palapa
261,la
262,crucita
262,delicias
263,bake
264,mì
264,&
264,sandwiches
264,lotus
264,bánh
264,cafe
265,pizza
265,company
265,and
265,chicago
265,grinder
265,oven
266,the
266,woodlawn
267,taylormade
267,que
268,suparossa
268,pizza
269,shop
269,sandwich
269,potbelly
270,cheval
270,small
271,maravatio
271,taqueria
272,grill
272,sean's
272,&
272,rhino
272,bar
273,hoanh
273,long
274,kitchen
274,the
274,roost
274,carolina
275,estado
275,de
275,amatepec
275,mexico
276,ristorante
276,lounge
276,&
276,viaggio
277,corner
277,house
277,&
277,pancake
277,restaurant
277,cozy
278,crab
278,house
278,freddy's
279,gelato
279,black
279,dog
280,mr.
280,pizza
280,&
280,beef
281,taste
281,viet
282,loncar's
282,liquors
283,grill
283,brownstone
283,&
283,tavern
284,huah
284,hong
285,kale
285,name
285,my
286,restaurant
286,life
287,cocina
287,takorea
288,forever
288,yogurt
289,alulu
289,brewpub
290,carnitas
290,esquinita
290,la
291,el
291,sombrero
292,del
292,sol
292,maya
293,flor
293,de
293,la
293,acapulco
294,gina's
294,chicken
295,place
295,uncle
295,mike's
296,heritage
296,cafe
297,chop
297,toy
297,suey
297,hoe
298,woks
298,cool
298,hot
298,sushi
299,dr.
299,food
299,hall
299,murphy’s
300,soul
300,veg
300,city
301,starbucks
302,aracely's
302,bakery
303,pizza
303,tortorice's
304,express
304,new
304,china
305,leaves
305,tea
305,&
305,tree
305,coffee
306,drive
306,susie's
306,thru
307,eagle
307,&
307,longman
308,pastes
308,empanadas
308,y
308,golden
308,tuzo
309,pizza
309,sorrento
310,island
310,restaurant
310,jerk
310,vibes
310,chicken
311,village
311,mole
312,rocky
312,house
312,pancake
313,express
313,taco
313,meson
313,del
314,uncle
314,joes
315,vito
315,pizzeria
315,&
315,nick's
316,tropical
316,cafe
316,smoothie
317,tacos
317,tequilas
318,cangrejo
318,el
319,house
319,troha's
319,shrimp
319,&
319,chicken
320,park
320,golf
320,jackson
320,course
321,hoosier
321,mama
321,pie
321,company
322,restaurant
322,sunrise
323,feed
324,kitchen
324,chinese
324,see
324,thru
325,kusanya
325,cafe
326,afro
326,tea
326,&
326,joe’s
326,coffee
327,pub
327,pleasant
327,house
328,noodles
328,rice
328,&
329,pizzeria
329,aroma
330,playa
330,la
330,mariscos
331,valley
331,thai
332,kasbah
333,pizza
333,papa
333,ray's
333,&
333,wings
334,papaspiros
335,food
335,deli
335,uncle
335,pauli's
335,market
335,and
336,carbon
337,bagel
337,restaurant
337,&
337,deli
338,cane's
338,fingers
338,raising
338,chicken
339,kitchen
339,kisha’s
340,want
340,you
340,wok!
341,bella
341,piazza
342,zizi's
342,cafe
343,carniceria
343,guanajuato
344,pot
344,lamb
344,hot
344,happy
345,brass
345,heart
346,food
346,the
346,on
346,run
346,chicago
347,el
347,tapatio
347,taqueria
348,original
348,la
348,michoacana
349,el
349,tortilla
349,milagro
350,-
350,loop
350,kai
350,sushi
350,south
351,&
351,usa
351,mex
352,haire's
352,shrimp
352,gulf
353,patisserie
353,p
353,la
354,oak
354,hecho
354,park
354,en
355,de
355,el
355,rincon
355,mexico
356,sunny
356,sub
357,scofflaw
358,dollop
358,diner
359,oiistar
360,campestre
360,el
361,yen
361,hai
362,remedy
363,garden
363,china
364,grill
364,street
364,maxwell
365,caesars
365,pizza
365,little
366,terry's
366,toffee
367,lucky
367,club
368,butcher
368,&
368,the
368,burger
369,maribel
369,carniceria
370,jalisco
370,de
370,el
370,taco
371,jai-yen
372,rosangela's
372,pizza
373,y
373,paleteria
373,neveria
373,loco
373,tamarindo
374,restaurant
374,king
374,china
375,time-out
375,lounge
376,majani
376,vegan
376,soulful
376,cuisine
377,kfc
378,tacos
378,2
378,paco's
379,world
379,tasty
380,show
380,baton
380,lounge
380,the
381,brewers
381,dryhop
382,loan
382,pho
383,-
383,oz
383,park
383,chicago
383,district
384,nano
384,sushi
385,senor
385,sandwich
386,tacos
386,food
386,chavelo’s
386,truck
387,restaurant
387,la
387,quebrada
388,cafe
388,bialy's
389,dolce
389,giardino
389,il
389,del
390,bakery
390,laramie
390,&
390,deli
391,lucy's
392,c'est
392,thai
392,bien
393,goose
393,the
393,grill
393,&
393,bar
393,wild
394,the
394,back
394,coffeehouse
394,yards
394,of
395,do-rite
395,donuts
395,&
395,chicken
396,restaurant
396,gates
396,jamaican
397,cakes
397,beyond
397,&
398,napoli
398,&
398,villa
398,restaurant
398,pizzeria
399,pasta
399,al
399,gusto
400,restaurant
400,&
400,nipsey's
400,lounge
401,street
401,smoked
401,meats
401,green
402,harold’s
402,chicken
402,shack
403,on
403,north
403,nick's
404,emperor's
404,restaurant
404,choice
405,da
405,luciano
406,best
406,philly's
407,bakery
407,mindy's
408,bakery
408,jessica's
409,pizza
409,iii
409,lugano's
410,kabobchi
411,siena
411,bar
412,pub
412,vaughan's
412,grill
412,&
413,mexican
413,palace
413,mayan
413,cuisine
414,cafe
414,honeymoon
415,plazuela
415,la
416,grill
416,on
416,&
416,illinois
416,47th
416,bar
417,daughter
417,pub
417,reillys
417,irish
418,king
418,burger
419,sakura
419,&
419,teppanyaki
419,sushi
420,independence
420,tap
421,elite
421,yacht
421,services
422,mr
422,zee's
423,bouchon
423,le
424,brazas
424,las
425,black
425,lounge
425,cat
426,o'neill's
426,&
426,chief
426,restaurant
426,pub
427,lounge
427,the
427,hideout
428,billy
428,tavern
428,goat
429,door
429,cellar
429,provisions
430,tiztal
430,cafe
431,sir
431,chicken
432,stacks
432,cicero
433,fresh
433,torres
433,market
434,house
434,charnley-persky
435,fork
436,slab
436,the
436,bar-b-que
437,grill
437,mexican
437,mixteco
438,intentions
438,best
439,grill
439,nick
439,jr's
440,elli
440,ella
441,daly
441,bagel
441,the
442,cocina
442,mexicana
442,el
442,indio
443,lawrence's
443,shrimp
443,&
443,fish
444,dinkel's
444,bakery
445,pizza
445,coluta's
446,pho
446,home
447,la
447,michoacana
447,azteca
448,breakfast
448,house
449,tacos
449,super
449,morelos
450,chris
450,pollo
451,312
451,fish
451,market
452,los
452,olivos
453,tedino's
454,pizza
454,chris's
454,such
454,fat
454,and
455,el
455,tapatio
455,cafe
456,el
