id,word
654,steakhouses
655,salad
655,sushi bars
655,japanese
656,desserts
656,ice cream & frozen yogurt
656,juice bars & smoothies
657,sandwiches
657,grocery
657,delis
658,mexican
659,mexican
660,bars
661,american (traditional)
661,breakfast & brunch
662,mexican
663,chinese
663,noodles
663,seafood
664,american (new)
664,steakhouses
665,mexican
666,mexican
667,mediterranean
667,moroccan
668,mexican
669,american (traditional)
669,hot dogs
669,burgers
670,cafes
671,karaoke
671,dive bars
671,sports bars
672,coffee & tea
672,bakeries
672,cafes
673,donuts
673,coffee & tea
674,tacos
675,chicken wings
675,wraps
675,american (traditional)
676,american (new)
677,pakistani
677,halal
677,indian
678,burgers
678,seafood
678,juice bars & smoothies
679,mexican
679,breakfast & brunch
679,bars
680,grocery
680,delis
680,bakeries
681,mexican
682,hot dogs
683,greek
683,american (new)
683,fast food
684,wine bars
684,american (new)
685,mexican
686,american (traditional)
686,breakfast & brunch
687,southern
687,soul food
688,cocktail bars
688,music venues
689,italian
689,pizza
690,american (new)
691,breakfast & brunch
691,scandinavian
692,italian
692,pizza
693,wine bars
693,american (traditional)
694,restaurants
695,middle eastern
696,american (traditional)
696,mexican
696,polish
697,fast food
697,buffets
697,filipino
698,american (traditional)
699,american (traditional)
700,thai
700,laotian
701,sandwiches
701,breakfast & brunch
701,mexican
703,burgers
703,food trucks
704,soul food
704,bakeries
704,pizza
705,chinese
705,vegan
705,thai
706,wine bars
706,italian
706,tapas/small plates
707,sandwiches
707,delis
707,breakfast & brunch
709,argentine
710,mexican
711,american (traditional)
712,japanese
713,mexican
714,american (new)
714,italian
714,pizza
715,grocery
715,mexican
716,coffee roasteries
717,italian
718,sandwiches
718,desserts
718,breakfast & brunch
719,thai
720,hot dogs
720,fast food
720,polish
721,donuts
721,custom cakes
721,coffee & tea
722,falafel
722,lebanese
723,wraps
724,chinese
725,restaurants
726,mexican
726,pizza
727,cuban
728,salad
728,italian
728,pizza
729,mediterranean
729,halal
729,turkish
730,parks
731,sandwiches
731,grocery
731,delis
732,tacos
732,juice bars & smoothies
733,american (traditional)
733,breakfast & brunch
733,diners
734,cocktail bars
734,brasseries
734,steakhouses
735,mexican
736,cuban
736,latin american
737,cuban
737,latin american
738,mexican
739,caribbean
740,sushi bars
740,seafood
741,delis
742,empanadas
742,coffee & tea
743,breakfast & brunch
743,irish
743,pubs
744,noodles
744,thai
745,salad
745,sushi bars
745,japanese
746,american (new)
746,breakfast & brunch
747,cocktail bars
747,lounges
748,vegan
748,vegetarian
749,sandwiches
749,breakfast & brunch
749,coffee & tea
750,beaches
751,tex-mex
751,mexican
752,wine bars
752,cocktail bars
752,american (new)
753,cantonese
754,mexican
755,chinese
756,puerto rican
757,sandwiches
757,mediterranean
757,middle eastern
758,aquariums
758,pet stores
758,pet groomers
759,latin american
759,mexican
760,vegan
760,vegetarian
760,bars
761,chicken shop
761,burgers
761,seafood
762,thai
763,caribbean
764,coffee & tea
764,bakeries
764,cafes
765,pizza
766,chinese
766,asian fusion
767,sandwiches
768,american (new)
768,mexican
769,vegan
769,colombian
769,empanadas
770,barbeque
771,grocery
771,delis
771,bakeries
772,pizza
773,bars
773,pizza
774,mexican
775,chicken shop
775,south african
775,portuguese
776,steakhouses
777,sushi bars
777,seafood
778,cocktail bars
778,sports bars
778,pizza
779,ice cream & frozen yogurt
780,american (traditional)
780,diners
782,cocktail bars
782,burgers
782,mexican
783,tex-mex
783,breakfast & brunch
783,tacos
784,desserts
784,custom cakes
784,bakeries
785,mexican
786,sushi bars
786,japanese
787,american (traditional)
787,breakfast & brunch
788,chinese
789,whiskey bars
789,american (traditional)
789,gastropubs
790,beer gardens
790,bars
791,italian
792,irish
792,pubs
793,breakfast & brunch
794,american (new)
794,latin american
795,cantonese
796,american (traditional)
796,lounges
797,museums
798,dive bars
799,sushi bars
799,asian fusion
799,thai
800,ice cream & frozen yogurt
801,parks
802,korean
802,soup
802,seafood
803,chinese
804,italian
804,pizza
805,dim sum
805,seafood
805,bars
806,mexican
807,bubble tea
807,taiwanese
807,shaved ice
808,seafood
809,peruvian
810,salvadoran
810,mexican
811,cafes
812,cocktail bars
812,beer bar
813,creperies
813,breakfast & brunch
813,mexican
814,thai
815,bubble tea
815,ice cream & frozen yogurt
816,vegan
816,desserts
816,burgers
817,asian fusion
817,sushi bars
817,japanese
818,mexican
819,polish
819,bakeries
819,cafes
820,american (new)
821,american (new)
821,bars
821,gastropubs
822,american (traditional)
822,bars
823,bagels
823,coffee & tea
824,pubs
825,burgers
826,puerto rican
827,burgers
827,bars
827,american (new)
828,wine bars
828,cocktail bars
828,american (new)
829,thai
830,sandwiches
831,cocktail bars
831,salad
831,pizza
832,pizza
833,american (traditional)
833,bars
834,waffles
834,creperies
834,pancakes
835,chinese
836,hot dogs
836,pizza
837,sushi bars
838,comfort food
838,bakeries
839,barbeque
840,sandwiches
840,brazilian
840,coffee & tea
841,cocktail bars
841,tacos
841,pizza
842,tacos
843,puerto rican
844,desserts
844,mexican
845,sushi bars
845,japanese
845,seafood
846,party & event planning
846,kids activities
846,children's museums
847,mexican
848,dim sum
848,barbeque
849,sandwiches
849,salad
849,vegetarian
850,breweries
850,american (traditional)
850,bars
851,seafood
851,italian
851,bars
852,american (traditional)
852,burgers
853,mexican
854,tacos
855,sandwiches
855,italian
855,pizza
856,mexican
857,lounges
858,sushi bars
858,japanese
858,thai
859,ice cream & frozen yogurt
860,himalayan/nepalese
860,indian
861,pakistani
861,indian
862,korean
862,caterers
862,barbeque
863,sandwiches
863,burgers
863,soup
864,sandwiches
864,italian
864,pizza
865,sushi bars
865,japanese
865,poke
866,italian
866,bars
867,sushi bars
867,ramen
868,chicken wings
868,american (traditional)
868,seafood
869,korean
869,barbeque
870,restaurants
871,caribbean
871,cuban
871,latin american
872,pan asian
872,noodles
873,cupcakes
873,food trucks
874,fast food
875,mexican
876,italian
877,desserts
877,donuts
877,coffee & tea
878,breakfast & brunch
879,indian
880,sandwiches
880,mexican
881,mexican
882,hookah bars
882,middle eastern
883,asian fusion
883,thai
884,sushi bars
884,japanese
885,indian
886,mexican
887,gastropubs
887,jazz & blues
887,breakfast & brunch
888,korean
889,mexican
890,seafood
891,korean
891,asian fusion
891,sports bars
892,sandwiches
892,burgers
892,pizza
893,pizza
894,music venues
894,beer bar
895,burgers
896,pizza
897,parks
898,noodles
898,vietnamese
899,mediterranean
899,juice bars & smoothies
899,pizza
900,coffee & tea
900,gluten-free
900,cafes
901,patisserie/cake shop
901,bakeries
902,latin american
902,breakfast & brunch
902,new mexican cuisine
903,mexican
904,breakfast & brunch
904,bakeries
905,mediterranean
905,middle eastern
906,breakfast & brunch
906,cafes
907,beer gardens
907,german
908,bars
909,american (traditional)
909,breakfast & brunch
910,sushi bars
910,japanese
911,american (traditional)
911,seafood
911,steakhouses
912,pancakes
913,pizza
914,mexican
915,local flavor
916,local flavor
917,sandwiches
917,cuban
917,cafes
918,mexican
919,mexican
920,seafood
920,cajun/creole
920,buffets
921,sandwiches
921,breakfast & brunch
922,teppanyaki
922,chinese
922,sushi bars
923,greek
924,mediterranean
924,middle eastern
925,karaoke
925,music venues
925,sports bars
926,mexican
927,sandwiches
927,burgers
927,mediterranean
928,chicken wings
928,american (traditional)
928,pizza
929,music venues
929,bars
930,bars
930,dance clubs
931,american (new)
931,indian
932,italian
932,pizza
933,pizza
934,mexican
935,american (traditional)
936,pizza
937,hot dogs
937,fast food
938,karaoke
938,dive bars
938,mexican
939,gay bars
939,dance clubs
940,barbeque
941,american (traditional)
941,bars
942,cocktail bars
942,tacos
942,beer bar
943,desserts
943,mexican
943,internet cafes
944,sushi bars
944,japanese
945,halal
945,middle eastern
946,bagels
946,delis
946,gluten-free
947,american (new)
947,breakfast & brunch
947,bars
948,chicken wings
948,cheesesteaks
948,pizza
949,himalayan/nepalese
949,indian
950,sandwiches
950,sports bars
950,pizza
951,mexican
952,bakeries
952,vietnamese
953,beer bar
953,bakeries
953,pizza
954,sandwiches
954,breakfast & brunch
954,coffee & tea
955,polish
956,seafood
956,mexican
958,bakeries
958,cafes
959,cocktail bars
959,music venues
959,jazz & blues
960,sushi bars
960,asian fusion
960,thai
961,irish
961,pubs
962,filipino
962,cuban
963,modern european
963,french
963,steakhouses
964,sandwiches
964,salad
965,chinese
966,ice cream & frozen yogurt
967,modern european
967,burgers
967,bakeries
968,asian fusion
968,thai
969,mexican
970,mexican
971,asian fusion
971,sushi bars
971,japanese
972,"beer, wine & spirits"
972,beer bar
973,cocktail bars
973,american (traditional)
973,burgers
974,sandwiches
974,italian
974,pizza
975,beer bar
975,dive bars
976,mexican
977,specialty food
977,street vendors
977,food trucks
978,specialty food
978,street vendors
978,food trucks
979,pizza
980,sandwiches
980,american (traditional)
980,sports bars
981,italian
981,pizza
